branch,geom,direction,k_swing,signal_bar,signal_time,entry_bar,entry_time,entry,sl,tp,r_usd,invalidation,exit_bar,exit_time,exit,reason,gross_r,cost_r,net_r,mae_r,mfe_r,hold_bars,w3_class,ratio31,fib_ok,ret2,ret4,d1_close,d1_ema200,h4_bear,rsi_h1,atr_m15,kind,wyckoff,wyckoff_ratio
B04_LONG_EXTW3_RSI,G_PROD,1,2.0,92722,2025-10-06 21:45:00,92723,2025-10-06 22:00:00,3977.81,3974.00205549856,3983.52191675216,3.8079445014400335,3958.64,92723,2025-10-06 22:00:00,3974.00205549856,SL,-1.0,0.13655661205234318,-1.1365566120523432,-1.2211312423911695,1.089826807725455,1,C,1.666009463722389,True,0.7732649842271305,0.4818934911242634,3883.56,3246.201717847878,False,74.90370303130426,3.8079445014399567,IMPULSE_W5,False,
B04_LONG_EXTW3_RSI,G_PROD,1,2.0,92724,2025-10-06 22:15:00,92725,2025-10-06 22:30:00,3986.32,3981.8315172411053,3993.0527241383425,4.488482758894861,3958.64,92725,2025-10-06 22:30:00,3981.8315172411053,SL,-1.0,0.11585206581656396,-1.115852065816564,-2.983190694776595,0.0,1,C,1.666009463722389,True,0.7732649842271305,0.4818934911242634,3883.56,3246.201717847878,False,76.95173978584286,4.488482758894656,IMPULSE_W5,False,
B04_LONG_EXTW3_RSI,G_PROD,1,2.0,92856,2025-10-08 07:15:00,92857,2025-10-08 07:30:00,4047.44,4041.3555137772296,4056.5667293341558,6.084486222770465,4032.61,92866,2025-10-08 09:45:00,4056.5667293341558,TP,1.5,0.08546325539434405,1.414536744605656,-0.7280811949940964,2.054405177748655,10,C,2.573665893271488,True,0.6374709976798097,0.3326572008113545,4000.88,3260.9714009181416,False,80.09940907062733,6.084486222770472,IMPULSE_W5,True,
B04_LONG_EXTW3_RSI,G_BASE47,1,2.0,93223,2025-10-14 03:00:00,93224,2025-10-14 03:15:00,4171.49,4152.327027691565,4190.652972308435,19.1629723084352,4147.13,93231,2025-10-14 05:00:00,4190.652972308435,TP,1.0,0.02713566515832751,0.9728643348416725,-0.20664852697495756,1.4246224208122038,8,C,2.7671821305842257,False,0.9321305841924422,0.29292145296491573,4141.69,3291.5055002850636,False,81.5072422819884,7.665188923374237,IMPULSE_W5,False,
B04_LONG_EXTW3_RSI,G_BASE47,1,2.0,93482,2025-10-16 19:45:00,93483,2025-10-16 20:00:00,4333.07,4307.6712058857665,4358.468794114233,25.39879411423317,4300.03,93486,2025-10-16 20:45:00,4358.468794114233,TP,1.0,0.020473412936899964,0.9795265870631,-0.002756036356878921,1.230767093091341,4,C,2.6097560975609393,True,0.6665552956899307,0.3105876328255066,4238.42,3309.6478982398653,False,73.47165655758731,10.159517645693128,IMPULSE_W5,True,
B04_LONG_EXTW3_RSI,G_BASE47,1,2.0,93487,2025-10-16 21:00:00,93488,2025-10-16 21:15:00,4370.1,4344.228307237952,4395.971692762048,25.871692762048042,4300.03,93491,2025-10-16 22:00:00,4395.971692762048,TP,1.0,0.020099187354404715,0.9799008126455953,-0.1982862137078815,16.230093788681792,4,C,2.6097560975609393,True,0.6665552956899307,0.3105876328255066,4238.42,3309.6478982398653,False,81.69555524200837,10.348677104819203,IMPULSE_W5,True,
B04_LONG_EXTW3_RSI,G_BASE47,1,2.0,95049,2025-11-10 03:30:00,95050,2025-11-10 03:45:00,4046.0,4030.1405848060135,4061.8594151939865,15.859415193986479,4029.72,95058,2025-11-10 05:45:00,4061.8594151939865,TP,1.0,0.03278809424178339,0.9672119057582166,-0.24149692489620767,1.2617110880347937,9,C,2.443171402383114,False,0.8029330889092507,0.26430313262052446,3992.01,3428.4892028566196,False,72.42472857102902,6.343766077594641,IMPULSE_W5,False,
B04_LONG_EXTW3_RSI,G_BASE47,1,2.0,95060,2025-11-10 06:15:00,95061,2025-11-10 06:30:00,4071.28,4055.7934276151204,4086.76657238488,15.486572384879764,4029.72,95083,2025-11-10 12:00:00,4086.76657238488,TP,1.0,0.03357747518796989,0.9664225248120301,-0.2970315112782187,1.0480046582706768,23,C,2.443171402383114,False,0.8029330889092507,0.26430313262052446,3992.01,3428.4892028566196,False,79.27965978724359,6.194628953951993,IMPULSE_W5,False,
B04_LONG_EXTW3_RSI,G_BASE47,1,2.0,95746,2025-11-19 09:45:00,95747,2025-11-19 10:00:00,4104.21,4084.5033147217723,4123.916685278227,19.706685278227724,4072.35,95767,2025-11-19 15:00:00,4123.916685278227,TP,0.9999999999999769,0.026386984551608216,0.9736130154483686,-0.39478988425289463,1.0529421720112895,21,C,1.6631427198462383,False,0.6674675636713076,0.5541750939035025,4069.0,3474.512643091405,False,57.65041594650254,7.882674111291047,IMPULSE_W5,False,
B04_LONG_EXTW3_RSI,G_BASE47,1,2.0,96100,2025-11-25 02:15:00,96101,2025-11-25 02:30:00,4142.49,4126.136732354244,4158.843267645756,16.353267645756205,4124.45,96125,2025-11-25 08:30:00,4126.136732354244,SL,-1.0,0.031797926338895575,-1.0317979263388957,-1.3685338297393967,0.7710997137182533,25,C,1.7190914934647503,False,0.3786158131562041,0.2447962108936847,4143.6,3498.861911182739,False,68.05138297405577,6.5413070583023085,IMPULSE_W5,False,
