branch,geom,direction,k_swing,signal_bar,signal_time,entry_bar,entry_time,entry,sl,tp,r_usd,invalidation,exit_bar,exit_time,exit,reason,gross_r,cost_r,net_r,mae_r,mfe_r,hold_bars,w3_class,ratio31,fib_ok,ret2,ret4,d1_close,d1_ema200,h4_bear,rsi_h1,atr_m15,kind
B04_LONG_EXTW3_RSI,G_PROD,1,2.0,58099,2024-05-20 06:00:00,58100,2024-05-20 06:15:00,2421.0,2414.3150856015714,2431.0273715976427,6.684914398428646,2405.0,58100,2024-05-20 06:15:00,2414.3150856015714,SL,-1.0,0.07778708432261018,-1.0777870843226103,-1.6454960145167539,0.14959054677425035,1,C,3.4615384615384617,False,0.9230769230769231,0.4888888888888889,2390.0,2095.470158216717,False,70.57586602118708,6.6849143984287664,IMPULSE_W5
B02_LONG_EMA200_FIBOFF,G_PROD,1,2.0,59921,2024-06-14 05:30:00,59922,2024-06-14 05:45:00,2312.0,2308.786844356281,2316.8197334655783,3.213155643718892,2305.0,59927,2024-06-14 07:00:00,2308.786844356281,SL,-1.0,0.16183467520986763,-1.1618346752098676,-1.2448821169989817,0.6224410584994908,6,B,1.5833333333333333,False,0.8333333333333334,0.42105263157894735,2297.0,2138.4598900813166,True,50.88022107569782,3.2131556437190523,IMPULSE_W5
B04_LONG_EXTW3_RSI,G_PROD,1,2.0,61682,2024-07-10 13:45:00,61683,2024-07-10 14:00:00,2362.0,2358.996260814617,2366.5056087780745,3.003739185382983,2349.0,61684,2024-07-10 14:15:00,2358.996260814617,SL,-1.0,0.17311756044947654,-1.1731175604494766,-1.6645919273988128,0.0,2,C,1.8181818181818181,False,0.8181818181818182,0.5,2343.0,2168.8530520010067,False,72.14699753493942,3.003739185382859,IMPULSE_W5
B04_LONG_EXTW3_RSI,G_PROD,1,2.0,65122,2024-08-29 09:45:00,65123,2024-08-29 10:00:00,2513.0,2510.1682088207526,2517.247686768871,2.831791179247375,2505.0,65129,2024-08-29 11:30:00,2510.1682088207526,SL,-1.0,0.18362935932945593,-1.183629359329456,-1.0594001499776304,0.7062667666517536,7,C,1.8666666666666667,False,0.9333333333333333,0.2857142857142857,2499.0,2250.213548883075,False,59.55339413904926,2.831791179247415,IMPULSE_W5
B01_LONG_CORE,G_PROD,1,2.0,66174,2024-09-13 08:45:00,66175,2024-09-13 09:00:00,2567.0,2564.519880057533,2570.7201799137,2.4801199424668994,2560.0,66182,2024-09-13 10:45:00,2564.519880057533,SL,-1.0,0.20966727902795376,-1.2096672790279537,-6.04809458734482,0.806412611645976,8,B,1.1764705882352942,True,0.5294117647058824,0.3,2553.0,2277.206853065042,False,77.2085016717522,2.4801199424670584,IMPULSE_W5
B02_LONG_EMA200_FIBOFF,G_PROD,1,2.0,66662,2024-09-20 10:45:00,66663,2024-09-20 11:00:00,2612.0,2608.5861615878216,2617.120757618268,3.413838412178393,2601.0,66668,2024-09-20 12:15:00,2617.120757618268,TP,1.5000000000000666,0.1523212106773925,1.347678789322674,-0.5858508102976634,2.050477836041822,6,B,1.2857142857142858,False,0.42857142857142855,0.5555555555555556,2590.0,2292.1704294368824,False,62.18834272825935,3.4138384121786003,IMPULSE_W5
B01_LONG_CORE,G_PROD,1,2.0,68375,2024-10-16 07:00:00,68376,2024-10-16 07:15:00,2681.0,2678.3539694664696,2684.9690458002956,2.646030533530393,2674.0,68386,2024-10-16 09:45:00,2684.9690458002956,TP,1.5,0.19652078591330707,1.3034792140866929,-0.3779245882948213,1.5116983531792851,11,B,1.1333333333333333,True,0.6666666666666666,0.35294117647058826,2671.0,2351.481164307183,False,66.74060485704325,2.646030533530287,IMPULSE_W5
B03_LONG_W3A_HV,G_PROD,1,2.0,68682,2024-10-21 11:45:00,68683,2024-10-21 12:00:00,2752.0,2749.2720602496515,2756.091909625523,2.727939750348469,2741.0,68686,2024-10-21 12:45:00,2749.2720602496515,SL,-1.0,0.1906200457446228,-1.1906200457446228,-2.932616088378812,0.733154022094703,4,A,0.9629629629629629,True,0.6296296296296297,0.3076923076923077,2727.0,2361.8848792051263,False,67.28347998617258,2.727939750348486,IMPULSE_W5
B04_LONG_EXTW3_RSI,G_PROD,1,2.0,69944,2024-11-07 15:15:00,69945,2024-11-07 15:30:00,2694.0,2689.797525239526,2700.3037121407115,4.202474760474161,2679.0,69946,2024-11-07 15:45:00,2689.797525239526,SL,-1.0,0.12373661464687274,-1.1237366146468728,-1.6656851971694406,0.4759100563341259,2,C,1.8571428571428572,False,0.8095238095238095,0.3076923076923077,2654.0,2408.5857240335044,True,58.252194183305896,4.202474760473988,IMPULSE_W5
B04_LONG_EXTW3_RSI,G_PROD,1,2.0,69977,2024-11-07 23:30:00,69978,2024-11-07 23:45:00,2710.0,2704.111846291573,2718.8322305626407,5.888153708427126,2696.0,69983,2024-11-08 01:00:00,2704.111846291573,SL,-1.0,0.08831291194993364,-1.0883129119499337,-2.0379902757676995,0.8491626149032081,6,C,2.1666666666666665,False,0.9166666666666666,0.5,2654.0,2408.5857240335044,False,61.894652316408404,5.888153708427297,IMPULSE_W5
B04_LONG_EXTW3_RSI,G_PROD,1,2.0,70878,2024-11-21 08:45:00,70879,2024-11-21 09:00:00,2673.0,2668.309190566209,2680.0362141506866,4.690809433790946,2663.0,70882,2024-11-21 09:45:00,2668.309190566209,SL,-1.0,0.11085506826478654,-1.1108550682647866,-1.4922797651028956,1.4922797651028956,4,C,2.076923076923077,False,0.6923076923076923,0.6296296296296297,2651.0,2428.2201198475773,False,65.71108440692419,4.690809433790861,IMPULSE_W5
B04_LONG_EXTW3_RSI,G_PROD,1,2.0,72054,2024-12-09 14:45:00,72055,2024-12-09 15:00:00,2657.0,2651.5122117984465,2665.2316823023302,5.487788201553485,2642.0,72057,2024-12-09 15:30:00,2651.5122117984465,SL,-1.0,0.09475584350226895,-1.094755843502269,-1.6400049836931163,0.18222277596590183,3,C,1.7142857142857142,False,0.6428571428571429,0.5833333333333334,2627.0,2452.6535632879772,True,69.15927691949491,5.487788201553481,IMPULSE_W5
B01_LONG_CORE,G_PROD,1,2.0,74626,2025-01-15 09:45:00,74627,2025-01-15 10:00:00,2697.0,2693.8175776067524,2701.7736335898717,3.1824223932476343,2687.0,74627,2025-01-15 10:00:00,2693.8175776067524,SL,-1.0,0.1633975430487543,-1.1633975430487542,-1.885356265947165,0.0,1,B,1.35,True,0.6,0.2962962962962963,2674.0,2499.5407523435647,False,64.40425250339521,3.1824223932477063,IMPULSE_W5
B03_LONG_W3A_HV,G_PROD,1,2.0,75049,2025-01-21 19:30:00,75050,2025-01-21 19:45:00,2744.0,2740.078091146505,2749.8828632802424,3.921908853495097,2730.0,75050,2025-01-21 19:45:00,2740.078091146505,SL,-1.0,0.1325884969347491,-1.132588496934749,-1.0199115148826854,0.0,1,A,0.696969696969697,True,0.3939393939393939,0.391304347826087,2701.0,2507.509195861727,False,69.19253716397363,3.921908853495098,IMPULSE_W5
B01_LONG_CORE,G_PROD,1,2.0,75692,2025-01-30 12:15:00,75693,2025-01-30 12:30:00,2775.0,2772.8043154152138,2778.2935268771794,2.1956845847862496,2768.0,75694,2025-01-30 12:45:00,2778.2935268771794,TP,1.5,0.23682818725560353,1.2631718127443965,-0.4554388216453914,1.8217552865815656,2,B,1.2352941176470589,True,0.5294117647058824,0.3333333333333333,2762.0,2524.094430937226,False,66.06973005356214,2.1956845847864157,IMPULSE_W5
B01_LONG_CORE,G_PROD,1,2.0,75705,2025-01-30 15:30:00,75706,2025-01-30 15:45:00,2783.0,2779.6635511937793,2788.004673209331,3.3364488062206874,2768.0,75706,2025-01-30 15:45:00,2788.004673209331,TP,1.5,0.155854332016268,1.344145667983732,0.0,1.7983192155723229,1,B,1.2352941176470589,True,0.5294117647058824,0.3333333333333333,2762.0,2524.094430937226,False,62.679522913682135,3.3364488062204667,IMPULSE_W5
B01_LONG_CORE,G_PROD,1,2.0,75707,2025-01-30 16:00:00,75708,2025-01-30 16:15:00,2793.0,2788.9394905701465,2799.09076414478,4.060509429853482,2768.0,75709,2025-01-30 16:30:00,2788.9394905701465,SL,-1.0,0.12806274901786485,-1.128062749017865,-1.231372586710239,0.0,2,B,1.2352941176470589,True,0.5294117647058824,0.3333333333333333,2762.0,2524.094430937226,False,73.53262298942681,4.0605094298533615,IMPULSE_W5
B02_LONG_EMA200_FIBOFF,G_PROD,1,2.0,75718,2025-01-30 18:45:00,75719,2025-01-30 19:00:00,2794.0,2790.285964935642,2799.571052596537,3.714035064358086,2786.0,75721,2025-01-30 19:30:00,2790.285964935642,SL,-1.0,0.14000944821178582,-1.1400094482117857,-1.0769957554752754,0.26924893886881884,3,B,1.5238095238095237,False,0.3333333333333333,0.4375,2762.0,2524.094430937226,False,71.22350180741475,3.714035064358001,IMPULSE_W5
B04_LONG_EXTW3_RSI,G_PROD,1,2.0,76053,2025-02-05 06:30:00,76054,2025-02-05 06:45:00,2882.0,2876.636855245182,2890.0447171322276,5.363144754818222,2868.0,76055,2025-02-05 07:00:00,2876.636855245182,SL,-1.0,0.09695803931692029,-1.0969580393169203,-1.864577679171544,0.0,2,C,3.0,True,0.7333333333333333,0.4222222222222222,2854.0,2535.7563136222243,False,74.73600559483401,5.363144754818057,IMPULSE_W5
B04_LONG_EXTW3_RSI,G_PROD,1,2.0,76059,2025-02-05 08:00:00,76060,2025-02-05 08:15:00,2889.0,2883.0787036052607,2897.881944592109,5.921296394739329,2868.0,76060,2025-02-05 08:15:00,2883.0787036052607,SL,-1.0,0.08781860682771847,-1.0878186068277185,-1.0132916172429054,0.5066458086214527,1,C,3.0,True,0.7333333333333333,0.4222222222222222,2854.0,2535.7563136222243,False,78.0350521691004,5.921296394739144,IMPULSE_W5
B04_LONG_EXTW3_RSI,G_PROD,1,2.0,76072,2025-02-05 11:15:00,76073,2025-02-05 11:30:00,2899.0,2892.0765340847124,2909.385198872931,6.923465915287579,2868.0,76074,2025-02-05 11:45:00,2892.0765340847124,SL,-1.0,0.07510689102286146,-1.0751068910228614,-1.1554906311209456,0.2888726577802364,2,C,3.0,True,0.7333333333333333,0.4222222222222222,2854.0,2535.7563136222243,False,76.4393624213418,6.923465915287742,IMPULSE_W5
B04_LONG_EXTW3_RSI,G_PROD,1,2.0,77887,2025-03-04 09:00:00,77888,2025-03-04 09:15:00,2916.0,2909.610127647107,2925.584808529339,6.38987235289278,2899.0,77898,2025-03-04 11:45:00,2925.584808529339,TP,1.5,0.08137877742809511,1.4186212225719048,-0.15649764890018292,1.721474137902012,11,C,1.8333333333333333,True,0.7777777777777778,0.45454545454545453,2888.0,2602.5778131527386,False,69.81369828351289,6.38987235289293,IMPULSE_W5
B04_LONG_EXTW3_RSI,G_PROD,1,2.0,77901,2025-03-04 12:30:00,77902,2025-03-04 12:45:00,2927.0,2921.7284208647948,2934.9073687028076,5.271579135205229,2899.0,77905,2025-03-04 13:30:00,2934.9073687028076,TP,1.499999999999957,0.09864216900914563,1.4013578309908112,-0.7587859154549664,3.414536619547349,4,C,1.8333333333333333,True,0.7777777777777778,0.45454545454545453,2888.0,2602.5778131527386,False,71.91678586166682,5.271579135205019,IMPULSE_W5
B01_LONG_CORE,G_PROD,1,2.0,78602,2025-03-13 19:45:00,78603,2025-03-13 20:00:00,2997.0,2992.2782297451804,3004.0826553822294,4.721770254819603,2983.0,78610,2025-03-13 21:45:00,3004.0826553822294,TP,1.5,0.1101281875095947,1.3898718124904053,-0.6353549279399694,1.6942798078399186,8,B,1.3448275862068966,True,0.5172413793103449,0.38461538461538464,2946.0,2624.4150289622035,False,76.62197255425134,4.721770254819567,IMPULSE_W5
B01_LONG_CORE,G_PROD,1,2.0,79599,2025-03-28 05:00:00,79600,2025-03-28 05:15:00,3079.0,3074.95570009284,3085.0664498607402,4.044299907160166,3069.0,79603,2025-03-28 06:00:00,3085.0664498607402,TP,1.5,0.12857602352371897,1.371423976476281,-0.7417847510983787,2.4726158369945956,4,B,1.2272727272727273,True,0.6363636363636364,0.2962962962962963,3059.0,2667.0340159798975,False,67.38449839758658,4.0442999071602,IMPULSE_W5
B04_LONG_EXTW3_RSI,G_PROD,1,2.0,80483,2025-04-10 10:00:00,80484,2025-04-10 10:15:00,3136.0,3129.933943318082,3145.099085022877,6.066056681917871,3123.0,80493,2025-04-10 12:30:00,3145.099085022877,TP,1.5,0.0857229048897701,1.41427709511023,-0.824258700863174,1.9782208820716174,10,C,1.8518518518518519,True,0.7407407407407407,0.46,3099.0,2703.7719426713566,False,64.80791142545544,6.066056681917891,IMPULSE_W5
B04_LONG_EXTW3_RSI,G_PROD,1,2.0,80496,2025-04-10 13:15:00,80497,2025-04-10 13:30:00,3150.0,3143.720364620686,3159.419453068971,6.279635379314186,3123.0,80497,2025-04-10 13:30:00,3143.720364620686,SL,-1.0,0.08280735561700565,-1.0828073556170057,-1.7516940611289658,0.3184898292961756,1,C,1.8518518518518519,True,0.7407407407407407,0.46,3099.0,2703.7719426713566,False,65.0403577534353,6.279635379314114,IMPULSE_W5
B04_LONG_EXTW3_RSI,G_PROD,1,2.0,80517,2025-04-10 18:30:00,80518,2025-04-10 18:45:00,3195.0,3186.0578840390167,3208.413173941475,8.942115960983301,3168.0,80533,2025-04-10 22:30:00,3208.413173941475,TP,1.5000000000000255,0.058151784462300724,1.4418482155377248,-0.7828124831463559,2.1247767399686803,16,C,2.1379310344827585,True,0.5172413793103449,0.5,3099.0,2703.7719426713566,False,75.71803716091854,8.942115960983127,IMPULSE_W5
B04_LONG_EXTW3_RSI,G_PROD,1,2.0,80539,2025-04-11 00:00:00,80540,2025-04-11 00:15:00,3224.0,3217.02174325713,3234.467385114305,6.978256742870144,3168.0,80541,2025-04-11 00:30:00,3234.467385114305,TP,1.5,0.0745171780231928,1.4254828219768072,-0.5732090617168676,3.152649839442772,2,C,2.1379310344827585,True,0.5172413793103449,0.5,3216.0,2708.8687392616916,False,79.98796309205314,6.978256742870265,IMPULSE_W5
B04_LONG_EXTW3_RSI,G_PROD,1,2.0,80545,2025-04-11 01:30:00,80546,2025-04-11 01:45:00,3248.0,3239.0760124593603,3261.3859813109593,8.9239875406397,3168.0,80546,2025-04-11 01:45:00,3239.0760124593603,SL,-1.0,0.05826991550939847,-1.0582699155093984,-1.0085177684318967,0.22411505965153258,1,C,2.1379310344827585,True,0.5172413793103449,0.5,3216.0,2708.8687392616916,False,82.68973707200048,8.923987540639539,IMPULSE_W5
B04_LONG_EXTW3_RSI,G_PROD,1,2.0,80548,2025-04-11 02:15:00,80549,2025-04-11 02:30:00,3255.0,3245.5193146403844,3269.2210280394233,9.480685359615563,3168.0,80550,2025-04-11 02:45:00,3245.5193146403844,SL,-1.0,0.05484835539580503,-1.054848355395805,-1.47668649142552,0.9492984587735486,2,C,2.1379310344827585,True,0.5172413793103449,0.5,3216.0,2708.8687392616916,False,83.86284854553281,9.48068535961555,IMPULSE_W5
B02_LONG_EMA200_FIBOFF,G_PROD,1,2.0,80571,2025-04-11 08:00:00,80572,2025-04-11 08:15:00,3245.0,3234.7999264222262,3260.3001103666606,10.200073577773765,3213.0,80579,2025-04-11 10:00:00,3260.3001103666606,TP,1.5,0.050980024412087974,1.449019975587912,-0.3921540339391382,1.8627316612109066,8,B,1.5483870967741935,False,0.5,0.53125,3216.0,2708.8687392616916,False,71.61693155751452,10.20007357777387,IMPULSE_W5
B04_LONG_EXTW3_RSI,G_PROD,1,2.0,81139,2025-04-21 06:00:00,81140,2025-04-21 06:15:00,3416.0,3409.8938619777946,3425.159207033308,6.106138022205414,3392.0,81144,2025-04-21 07:15:00,3425.159207033308,TP,1.5,0.08516021061249882,1.414839789387501,-0.4913089073798008,1.8014659937259363,5,C,3.8,True,0.6666666666666666,0.2982456140350877,3353.0,2743.7926356427024,False,75.1015825134202,6.10613802220528,IMPULSE_W5
B03_LONG_W3A_HV,G_PROD,1,2.0,81162,2025-04-21 11:45:00,81163,2025-04-21 12:00:00,3431.0,3424.648946834177,3440.5265797487345,6.351053165823032,3414.0,81166,2025-04-21 12:45:00,3440.5265797487345,TP,1.5,0.08187618437809334,1.4181238156219067,-0.787271003635513,2.204358810179436,4,A,0.7017543859649122,False,0.2982456140350877,0.45,3353.0,2743.7926356427024,False,79.21692637123701,6.351053165822849,IMPULSE_W5
B03_LONG_W3A_HV,G_PROD,1,2.0,81171,2025-04-21 14:00:00,81172,2025-04-21 14:15:00,3449.0,3441.4282037821044,3460.3576943268436,7.571796217895553,3414.0,81173,2025-04-21 14:30:00,3441.4282037821044,SL,-1.0,0.0686759105812973,-1.0686759105812973,-1.1886215292916837,0.5282762352407484,2,A,0.7017543859649122,False,0.2982456140350877,0.45,3353.0,2743.7926356427024,False,84.46439973601564,7.571796217895736,IMPULSE_W5
B04_LONG_EXTW3_RSI,G_PROD,1,2.0,82086,2025-05-05 02:45:00,82087,2025-05-05 03:00:00,3289.0,3283.112680658854,3297.830979011719,5.88731934114594,3275.0,82087,2025-05-05 03:00:00,3283.112680658854,SL,-1.0,0.08832542790158626,-1.0883254279015864,-1.6985659211843511,0.1698565921184351,1,C,2.210526315789474,False,0.8421052631578947,0.2857142857142857,3253.0,2799.1045382021853,False,60.31890351694857,5.887319341145905,IMPULSE_W5
B03_LONG_W3A_HV,G_PROD,1,2.0,82175,2025-05-06 01:00:00,82176,2025-05-06 01:15:00,3373.0,3365.829789224889,3383.7553161626665,7.1702107751111726,3341.0,82176,2025-05-06 01:15:00,3365.829789224889,SL,-1.0,0.07252227532905928,-1.0725222753290593,-1.2551932268491028,0.0,1,A,0.7,False,0.32857142857142857,0.5102040816326531,3348.0,2804.566184588233,False,68.5684577548798,7.170210775111056,IMPULSE_W5
B03_LONG_W3A_HV,G_PROD,1,2.0,82177,2025-05-06 01:30:00,82178,2025-05-06 01:45:00,3388.0,3379.577726423501,3400.633410364748,8.42227357649881,3341.0,82181,2025-05-06 02:30:00,3379.577726423501,SL,-1.0,0.061741048337706356,-1.0617410483377063,-1.1873278526481992,0.9498622821185593,4,A,0.7,False,0.32857142857142857,0.5102040816326531,3348.0,2804.566184588233,False,68.5684577548798,8.422273576498819,IMPULSE_W5
B04_LONG_EXTW3_RSI,G_PROD,1,2.0,82920,2025-05-15 19:15:00,82921,2025-05-15 19:30:00,3238.0,3231.3655555265145,3247.951666710228,6.634444473485473,3221.0,82924,2025-05-15 20:15:00,3247.951666710228,TP,1.4999999999999658,0.07837883067349159,1.4216211693264742,-0.15072852052594538,2.110199287363235,4,C,2.9,False,0.6666666666666666,0.20689655172413793,3196.0,2838.46068637964,True,64.36381289217528,6.634444473485327,IMPULSE_W5
B04_LONG_EXTW3_RSI,G_PROD,1,2.0,82931,2025-05-15 22:00:00,82932,2025-05-15 22:15:00,3255.0,3248.9474087545254,3264.078886868212,6.052591245474559,3221.0,82937,2025-05-15 23:30:00,3248.9474087545254,SL,-1.0,0.0859136159886556,-1.0859136159886555,-1.4869664305728854,0.9913109537152569,6,C,2.9,False,0.6666666666666666,0.20689655172413793,3196.0,2838.46068637964,False,68.583678921927,6.052591245474567,IMPULSE_W5
B04_LONG_EXTW3_RSI,G_PROD,1,2.0,83181,2025-05-20 12:30:00,83182,2025-05-20 12:45:00,3265.0,3259.9240615014323,3272.6139077478515,5.075938498567666,3252.0,83182,2025-05-20 12:45:00,3259.9240615014323,SL,-1.0,0.10244410962558632,-1.1024441096255864,-1.3298033461013608,0.0,1,C,1.6618062088428769,True,0.6373471307619963,0.2841777526181711,3235.96,2850.1592106966846,False,63.18435393324017,5.075938498567652,IMPULSE_W5
B04_LONG_EXTW3_RSI,G_PROD,1,2.0,83466,2025-05-23 11:45:00,83467,2025-05-23 12:00:00,3349.32,3343.502991638879,3358.045512541682,5.817008361121225,3326.05,83467,2025-05-23 12:00:00,3358.045512541682,TP,1.5,0.08939302949528,1.41060697050472,-0.1495614147325471,1.6726811095943768,1,C,2.3395378690629003,False,0.7901155327342749,0.3750342935528035,3308.78,2863.7922996483985,False,61.81290147037805,5.8170083611212595,IMPULSE_W5
B04_LONG_EXTW3_RSI,G_PROD,1,2.0,83469,2025-05-23 12:30:00,83470,2025-05-23 12:45:00,3361.58,3354.981877780837,3371.4771833287446,6.598122219163088,3326.05,83470,2025-05-23 12:45:00,3354.981877780837,SL,-1.0,0.07881030128386396,-1.078810301283864,-1.1897324328429324,0.35009960762638737,1,C,2.3395378690629003,False,0.7901155327342749,0.3750342935528035,3308.78,2863.7922996483985,False,69.60638946396442,6.598122219163087,IMPULSE_W5
B01_LONG_CORE,G_PROD,1,2.0,84011,2025-06-02 04:00:00,84012,2025-06-02 04:15:00,3323.88,3319.4758786815264,3330.4861819777107,4.404121318473699,3312.0,84015,2025-06-02 05:00:00,3330.4861819777107,TP,1.5,0.11807122519963012,1.38192877480037,-0.24068365136846437,1.873245399801824,4,B,1.3267522211253389,True,0.563178677196433,0.4438244047619044,3302.25,2890.5757584038874,False,57.38087746419962,4.40412131847385,IMPULSE_W5
B01_LONG_CORE,G_PROD,1,2.0,84017,2025-06-02 05:30:00,84018,2025-06-02 05:45:00,3334.41,3330.43491929156,3340.372621062659,3.975080708439691,3312.0,84019,2025-06-02 06:00:00,3340.372621062659,TP,1.4999999999999427,0.13081495399476098,1.3691850460051818,-0.10565823207270986,2.379825893827776,2,B,1.3267522211253389,True,0.563178677196433,0.4438244047619044,3302.25,2890.5757584038874,False,61.73942332815188,3.975080708439593,IMPULSE_W5
B01_LONG_CORE,G_PROD,1,2.0,84020,2025-06-02 06:15:00,84021,2025-06-02 06:30:00,3349.34,3344.8631478438624,3356.0552782342065,4.476852156137738,3312.0,84021,2025-06-02 06:30:00,3356.0552782342065,TP,1.4999999999999492,0.11615304277740846,1.3838469572225407,-0.4221716362487308,1.9343949047160391,1,B,1.3267522211253389,True,0.563178677196433,0.4438244047619044,3302.25,2890.5757584038874,False,66.08016875270943,4.476852156137709,IMPULSE_W5
B01_LONG_CORE,G_PROD,1,2.0,84022,2025-06-02 06:45:00,84023,2025-06-02 07:00:00,3358.67,3353.638683600065,3366.2169745999026,5.031316399934894,3312.0,84024,2025-06-02 07:15:00,3366.2169745999026,TP,1.5000000000000453,0.10335267326990782,1.3966473267301374,-0.3199957768549322,2.4009621021163055,2,B,1.3267522211253389,True,0.563178677196433,0.4438244047619044,3302.25,2890.5757584038874,False,66.08016875270943,5.031316399935103,IMPULSE_W5
B04_LONG_EXTW3_RSI,G_PROD,1,2.0,84040,2025-06-02 11:15:00,84041,2025-06-02 11:30:00,3363.05,3358.3873839778216,3370.043924033268,4.662616022178554,3354.81,84041,2025-06-02 11:30:00,3370.043924033268,TP,1.5,0.11152537492397582,1.3884746250760243,0.0,1.9431151861754132,1,C,2.185639880952409,True,0.4438244047619044,0.27131914893617115,3302.25,2890.5757584038874,False,70.44232634534731,4.662616022178521,IMPULSE_W5
B04_LONG_EXTW3_RSI,G_PROD,1,2.0,84044,2025-06-02 12:15:00,84045,2025-06-02 12:30:00,3374.07,3369.0935887075843,3381.534616938624,4.976411292415833,3354.81,84046,2025-06-02 12:45:00,3369.0935887075843,SL,-1.0,0.10449297082668633,-1.1044929708266864,-1.420702507201326,0.13463517394969216,2,C,2.185639880952409,True,0.4438244047619044,0.27131914893617115,3302.25,2890.5757584038874,False,73.70114988479075,4.9764112924156905,IMPULSE_W5
B04_LONG_EXTW3_RSI,G_PROD,1,2.0,84909,2025-06-13 12:30:00,84910,2025-06-13 12:45:00,3456.29,3449.5172000983594,3466.449199852461,6.77279990164061,3430.0,84911,2025-06-13 13:00:00,3466.449199852461,TP,1.5,0.07677770014643984,1.4232222998535602,-0.109260573285286,1.5754193472356128,2,C,15.224926253687363,False,0.819321533923283,0.8234439331557285,3408.42,2932.0014095261167,False,64.05409907637163,6.772799901640509,IMPULSE_W5
B04_LONG_EXTW3_RSI,G_PROD,1,2.0,84912,2025-06-13 13:15:00,84913,2025-06-13 13:30:00,3469.37,3462.634686084583,3479.4729708731256,6.735313915417009,3430.0,84914,2025-06-13 13:45:00,3462.634686084583,SL,-1.0,0.07720501323772447,-1.0772050132377244,-1.844012046947199,0.9784250716088758,2,C,15.224926253687363,False,0.819321533923283,0.8234439331557285,3408.42,2932.0014095261167,False,68.76368870244914,6.735313915417007,IMPULSE_W5
B04_LONG_EXTW3_RSI,G_PROD,1,2.0,86006,2025-06-30 22:45:00,86007,2025-06-30 23:00:00,3317.69,3314.3705324499233,3322.669201325115,3.3194675500767516,3311.0,86015,2025-07-01 01:00:00,3322.669201325115,TP,1.4999999999999316,0.15665162926143886,1.3433483707384928,-0.3886165418216354,2.4973884741871584,9,C,2.702188392007564,False,0.9429115128449195,0.21126760563380215,3296.15,2978.5562347911064,True,59.527522732669865,3.319467550076753,IMPULSE_W5
B04_LONG_EXTW3_RSI,G_PROD,1,2.0,86016,2025-07-01 01:15:00,86017,2025-07-01 01:30:00,3325.96,3323.2837560100484,3329.9743659849273,2.676243989951672,3311.0,86017,2025-07-01 01:30:00,3323.2837560100484,SL,-1.0,0.1943021645083228,-1.1943021645083227,-1.5469441558931378,0.0,1,C,2.702188392007564,False,0.9429115128449195,0.21126760563380215,3319.99,2981.9535856887073,True,65.84845954633059,2.676243989951717,IMPULSE_W5
B03_LONG_W3A_HV,G_PROD,1,2.0,86024,2025-07-01 03:15:00,86025,2025-07-01 03:30:00,3328.63,3325.7773941807473,3332.9089087288794,2.852605819252858,3321.0,86031,2025-07-01 05:00:00,3332.9089087288794,TP,1.5,0.18228946897969805,1.317710531020302,-0.9885698125438045,1.812377989663562,7,A,0.5633802816901391,False,0.21126760563380215,0.375,3319.99,2981.9535856887073,True,65.53408363835734,2.852605819252776,IMPULSE_W5
B03_LONG_W3A_HV,G_PROD,1,2.0,86032,2025-07-01 05:15:00,86033,2025-07-01 05:30:00,3335.11,3332.348942937826,3339.2515855932616,2.7610570621741317,3321.0,86038,2025-07-01 06:45:00,3339.2515855932616,TP,1.5000000000000824,0.1883336665235516,1.3116663334765308,-0.9815081466900609,1.6080797680088066,6,A,0.5633802816901391,False,0.21126760563380215,0.375,3319.99,2981.9535856887073,True,69.862168521304,2.7610570621740327,IMPULSE_W5
B03_LONG_W3A_HV,G_PROD,1,2.0,86039,2025-07-01 07:00:00,86040,2025-07-01 07:15:00,3341.9,3338.9441380150515,3346.333792977423,2.9558619849485694,3321.0,86043,2025-07-01 08:00:00,3346.333792977423,TP,1.5,0.1759216102266858,1.3240783897733142,-0.23681755222832318,2.3884741696161385,4,A,0.5633802816901391,False,0.21126760563380215,0.375,3319.99,2981.9535856887073,True,74.48993170399437,2.9558619849483807,IMPULSE_W5
B04_LONG_EXTW3_RSI,G_PROD,1,2.0,86049,2025-07-01 09:30:00,86050,2025-07-01 09:45:00,3350.79,3347.7467959906953,3355.354806013957,3.0432040093046453,3342.7,86051,2025-07-01 10:00:00,3355.354806013957,TP,1.5,0.17087254039166996,1.32912745960833,-0.12486839490164084,3.026415571167859,2,C,1.7475000000000023,False,0.375,0.22389127324750394,3319.99,2981.9535856887073,False,77.43858629721129,3.043204009304794,IMPULSE_W5
B04_LONG_EXTW3_RSI,G_PROD,1,2.0,86915,2025-07-14 10:00:00,86916,2025-07-14 10:15:00,3368.47,3365.214381903213,3373.35342714518,3.2556180967867476,3358.2,86917,2025-07-14 10:30:00,3365.214381903213,SL,-1.0,0.15972389406276896,-1.159723894062769,-1.121138871786632,0.0,2,C,3.3212669683257343,False,0.8597285067872887,0.3687556766576,3348.49,3012.2876861488553,False,65.29160035756148,3.2556180967865345,IMPULSE_W5
